Ксения Михайловна Куликова,жен,2002-09-28,2504561111,NULL
Ираклий Авдеевич Кузнецов,муж,1974-08-18,4407057073,3121645247
Ширяева Марфа Викторовна,жен,1992-06-18,1822574263,8510320882
Карп Абрамович Гущин,муж,1976-08-15,8853456940,2775654284
Ширяев Никандр Игоревич,муж,2010-12-31,NULL,NULL
Ульяна Ниловна Романова,жен,2019-12-08,NULL,NULL
Мир Бориславович Быков,муж,1987-01-08,2008432170,8570010857
Агафья Николаевна Петухова,жен,1999-05-24,3770766716,4292212395
Боян Бориславович Егоров,муж,1980-10-07,9528291729,7247577186
Эмилия Макаровна Шубина,жен,1989-01-06,4523974197,8878719953
Тамара Дмитриевна Соколова,жен,1988-02-02,3682043905,2454684318
Рябов Фадей Жанович,муж,2015-11-16,NULL,NULL
Лихачев Арсений Тарасович,муж,1973-10-25,0209158306,9966102477
Лыткин Афиноген Давыдович,муж,1989-11-12,1195847713,7200455244
Вероника Артемовна Исаева,жен,1999-04-30,4140333775,0517157115
Ипполит Венедиктович Рыбаков,муж,2017-01-08,NULL,NULL
Агата Петровна Гордеева,жен,2019-08-31,NULL,NULL
Виссарион Феодосьевич Власов,муж,2014-09-05,NULL,NULL
Зиновий Владиславович Королев,муж,1986-02-27,7688582409,2179315707
Макаров Виктор Даниилович,муж,2003-11-15,5796524625,NULL
Феврония Антоновна Елисеева,жен,1997-06-05,5150686117,3482760513
Софон Артемьевич Кулаков,муж,2005-05-09,4987227178,NULL
Кошелева Галина Юльевна,жен,1981-05-13,9442274146,5051510286
Блохин Дорофей Андреевич,муж,2018-09-19,NULL,NULL
Константинов Антонин Ильясович,муж,2003-05-21,3357090518,NULL
Фомина Анжелика Харитоновна,жен,1998-08-21,2122955835,8584734531
Пров Ааронович Кудрявцев,муж,2011-05-19,NULL,NULL
Октябрина Эдуардовна Бурова,жен,2003-12-29,5859339140,NULL
Анжелика Болеславовна Панова,жен,2006-10-03,NULL,NULL
Алевтина Петровна Смирнова,жен,2009-04-21,NULL,NULL
Лонгин Ефимович Романов,муж,1972-06-20,2654190926,7391926256
Мариан Ануфриевич Мухин,муж,2017-06-04,NULL,NULL
Алина Валериевна Колобова,жен,2017-07-12,NULL,NULL
Станислав Исидорович Анисимов,муж,1977-05-15,3500074572,9040835267
Архипова Ангелина Мироновна,жен,1996-07-31,0253431414,8077150789
Дарья Владимировна Кулакова,жен,1974-05-29,8962375215,3351132501
Сидоров Корнил Ефремович,муж,1978-12-16,0245796351,5864881867
Елисеева Любовь Владимировна,жен,1974-08-18,9007194258,9310115519
Кузьмин Архип Еремеевич,муж,1984-01-29,8909455737,0887209947
Гришин Афиноген Абрамович,муж,2010-05-31,NULL,NULL
Комиссаров Натан Васильевич,муж,2009-07-02,NULL,NULL
Комарова Клавдия Аскольдовна,жен,1993-12-18,3761724668,5539440250
Нестеров Ян Иосипович,муж,1970-08-21,4318932372,9486820602
Исидор Фадеевич Афанасьев,муж,2020-09-30,NULL,NULL
Лаврентьева Варвара Геннадиевна,жен,1995-03-19,6558254321,6586859163
Агафонова Елена Семеновна,жен,2000-06-27,5709933506,3213635611
Зинаида Леоновна Казакова,жен,1998-03-31,0145919668,7605557772
Семенова Эмилия Валентиновна,жен,1972-09-19,2276815974,4488876559
Киселев Владилен Эдгардович,муж,2012-11-11,NULL,NULL
Кудряшова София Афанасьевна,жен,1972-10-01,0637048480,0964118921
Воробьева Ульяна Станиславовна,жен,2011-09-03,NULL,NULL
Элеонора Степановна Пестова,жен,1985-08-19,2427239590,2293407191
Оксана Ефимовна Яковлева,жен,1996-01-16,7976684562,5173217918
Тимофеев Селиверст Герасимович,муж,1983-01-15,3051014069,9653469251
Макар Ильясович Туров,муж,2014-10-03,NULL,NULL
Тихонова Прасковья Львовна,жен,1998-03-19,7202262037,2280173280
Валентина Кузьминична Куликова,жен,2015-06-19,NULL,NULL
Эмилия Харитоновна Соколова,жен,1980-11-02,0351875184,6357344730
Волкова София Эльдаровна,жен,1986-02-24,5521926333,9861814221
Галина Дмитриевна Пономарева,жен,1971-07-06,7081886497,5945725269
Селезнева Ираида Олеговна,жен,1990-11-16,1449060512,9454038553
Изот Ильясович Крылов,муж,2006-06-12,NULL,NULL
Муравьев Ферапонт Валерьевич,муж,2013-02-21,NULL,NULL
Антонина Рубеновна Пономарева,жен,1973-12-08,2066304627,5410517227
Князев Фортунат Васильевич,муж,1981-10-11,5293274346,4485686291
Прасковья Наумовна Красильникова,жен,1990-10-10,7372870182,1793461009
Быкова Регина Юрьевна,жен,1985-11-30,4087543174,9110654134
Зоя Эдуардовна Молчанова,жен,1977-11-27,9738504728,3643758546
Мясникова Ирина Геннадиевна,жен,2013-08-05,NULL,NULL
Якуб Антипович Зимин,муж,2007-08-04,NULL,NULL
Ксения Георгиевна Баранова,жен,1970-10-16,4145778511,1749912563
Ульяна Антоновна Блохина,жен,1983-04-02,4983449438,4391524811
тов. Крылова Нина Максимовна,жен,1974-09-21,4408981705,0603897208
Потапов Эраст Еремеевич,муж,2003-03-11,6293327171,NULL
Станимир Витальевич Бобылев,муж,1973-12-27,8447695107,2124260307
Людмила Наумовна Зайцева,жен,1991-09-13,1794126609,1200357287
г-жа Назарова Нинель Станиславовна,жен,2004-11-11,3183875194,NULL
Януарий Феодосьевич Дмитриев,муж,2005-01-26,9693094970,NULL
Потап Герасимович Бирюков,муж,1986-04-18,7371405761,9008789521
Мстислав Демьянович Пестов,муж,1998-07-05,2468798957,5557861542
Владилен Чеславович Рожков,муж,1987-02-10,9301862833,9590174106
Сигизмунд Борисович Моисеев,муж,1994-07-13,8771002809,8105367982
Лидия Леоновна Анисимова,жен,2014-03-24,NULL,NULL
Александра Анатольевна Доронина,жен,2020-08-11,NULL,NULL
Воронцова Юлия Даниловна,жен,2007-05-05,NULL,NULL
Жуков Стоян Чеславович,муж,2005-02-18,9239848975,NULL
Селезнев Кирилл Игнатьевич,муж,2014-02-05,NULL,NULL
Максимильян Ермилович Мельников,муж,1998-12-01,2484176026,4955055370
Анжела Робертовна Лобанова,жен,1991-06-24,2540765052,6527374865
Артемий Феофанович Гришин,муж,1988-04-01,1258575213,9897370641
Маргарита Тимофеевна Игнатова,жен,1986-07-29,7498512135,5892590355
Евпраксия Ниловна Назарова,жен,2013-11-02,NULL,NULL
Логинов Устин Герасимович,муж,2001-11-10,5591883356,9232092857
Радислав Данилович Сидоров,муж,2016-09-23,NULL,NULL
Беспалова Елизавета Алексеевна,жен,1994-01-22,7190118764,4092025321
Игнатов Авксентий Ефимьевич,муж,1981-06-03,6747039397,4009972737
Анастасия Филипповна Антонова,жен,2013-06-01,NULL,NULL
Святополк Валерьянович Селиверстов,муж,2004-12-19,9781374407,NULL
Виноградов Арсений Анисимович,муж,1998-02-22,3641451670,8185130548
Никонов Гордей Ефстафьевич,муж,2015-12-04,NULL,NULL
Олимпиада Валентиновна Воронова,жен,1978-03-04,5849716958,9471303165
Сазонова Алла Анатольевна,жен,1973-03-31,7437868064,5043953787
Моисей Августович Харитонов,муж,1973-04-19,9404271205,4179342775
София Тимуровна Максимова,жен,1976-09-14,6765735830,3333666325
Копылов Милан Эдгарович,муж,1986-04-21,9294731808,6892996511
Ираклий Юльевич Молчанов,муж,2017-08-13,NULL,NULL
тов. Чернова София Натановна,жен,2012-08-31,NULL,NULL
Всеволод Юльевич Смирнов,муж,1986-05-03,5865298110,2451071066
Попова Ия Юльевна,жен,1986-09-06,8562591085,6895736453
Потапова Иванна Мироновна,жен,1973-03-04,2055826519,5721506612
Вера Максимовна Белякова,жен,1991-11-17,0482097994,8090409131
Наина Константиновна Журавлева,жен,1987-10-13,1891075735,2991185407
Терентий Бенедиктович Лебедев,муж,1997-03-27,5976303138,1170818171
Гусев Арсений Измаилович,муж,1991-05-16,1960099332,4635165223
Марфа Робертовна Киселева,жен,2020-04-10,NULL,NULL
Тамара Матвеевна Тарасова,жен,1981-04-08,6936847533,0180158216
Лобанов Борис Фомич,муж,1995-09-06,0496522113,9386872627
Казакова Прасковья Харитоновна,жен,1983-06-08,7634770742,5950093189
Мясников Максим Филиппович,муж,2004-09-28,2497833109,NULL
Изот Игоревич Ермаков,муж,1988-05-02,4152168787,1174068459
г-н Сорокин Евгений Арсенович,муж,2012-11-09,NULL,NULL
Савва Измаилович Шашков,муж,2015-11-17,NULL,NULL
Полина Робертовна Фокина,жен,2000-08-23,7218048409,5282442542
Варвара Георгиевна Селезнева,жен,2004-04-15,5495528052,NULL
Дроздова Полина Романовна,жен,1977-09-29,9499250443,1286156764
Октябрина Семеновна Анисимова,жен,2013-04-08,NULL,NULL
Вера Ильинична Орлова,жен,2003-11-25,1791133331,NULL
София Игоревна Терентьева,жен,2009-04-20,NULL,NULL
Эмилия Ильинична Яковлева,жен,1992-12-06,1913606699,4015565831
Кабанов Михей Архипович,муж,1984-02-29,6893567580,4214789175
Ковалев Ладимир Фокич,муж,1975-03-04,4249021934,4349204679
Захаров Моисей Федосьевич,муж,1975-11-16,9765353189,7019972735
Ярополк Яковлевич Уваров,муж,2001-04-25,8719150892,6956571178
Порфирий Андреевич Михайлов,муж,1970-04-05,4387767569,7323706136
Гуляев Евграф Артурович,муж,1971-08-12,3404344325,8354759775
Дмитриева Галина Михайловна,жен,1972-06-27,1152314933,4301584042
Лидия Владиславовна Устинова,жен,2003-02-24,1465858191,NULL
Лобанова Жанна Львовна,жен,1994-08-02,2188262336,5732476585
тов. Тимофеева Наина Николаевна,жен,1972-02-03,4340033719,3926765702
Пантелеймон Ермолаевич Ильин,муж,1978-03-13,4642388846,5653276735
Николаев Кирилл Гурьевич,муж,1995-12-10,8829582433,1686618331
Раиса Феликсовна Назарова,жен,2009-11-12,NULL,NULL
Ратмир Федотович Шестаков,муж,2014-09-30,NULL,NULL
Журавлева София Феликсовна,жен,2001-06-15,4195379496,5569321090
Илья Изотович Марков,муж,1970-09-26,0510311742,0524374463
Бобылева Ольга Альбертовна,жен,2012-01-23,NULL,NULL
Анастасия Оскаровна Кошелева,жен,2018-02-27,NULL,NULL
Наркис Виленович Красильников,муж,1972-09-16,9978109688,4796928410
Белова Фаина Тимуровна,жен,1998-10-30,9146885520,8670184244
Калинина Евпраксия Натановна,жен,1980-03-20,4902218565,1063559966
Сократ Васильевич Ильин,муж,2010-10-19,NULL,NULL
Носкова Наталья Николаевна,жен,1991-01-09,3449098058,0398135575
Конон Гурьевич Веселов,муж,1986-03-30,8712922358,7466492183
Орехов Панфил Викторович,муж,2010-10-07,NULL,NULL
Соколова Раиса Натановна,жен,1989-12-09,4892970381,1386308183
Лукин Евгений Ефимьевич,муж,2002-04-21,1212379138,NULL
Валентина Кузьминична Маслова,жен,1976-05-13,4022676805,1975088487
Наталья Олеговна Кулакова,жен,1976-09-08,0416090686,2753947891
Воронцов Агап Эдуардович,муж,1974-04-02,9059154475,3773692594
Дарья Станиславовна Белозерова,жен,1981-03-16,1144467272,6836552775
Панова Феврония Робертовна,жен,2001-10-24,7854668047,0356546255
Никонова Агафья Петровна,жен,1995-05-23,7524405808,1290370669
Воронцова Нинель Рубеновна,жен,2011-05-05,NULL,NULL
Веселов Измаил Ерофеевич,муж,1999-12-18,4104003543,9906244305
Копылова Евдокия Юрьевна,жен,1977-12-23,9337617214,8427007532
Яковлева Таисия Тарасовна,жен,1974-06-28,9852879332,1791895898
Бурова Марфа Валериевна,жен,2016-12-08,NULL,NULL
Семенова Наталья Святославовна,жен,1985-03-02,3004494832,6419399016
Якушева Наина Тарасовна,жен,1980-03-01,0012668257,6136067699
Полина Мироновна Овчинникова,жен,1985-04-28,2222601175,6356467066
Хохлова Валерия Эдуардовна,жен,1980-07-13,0440286910,4697619515
Гаврилов Твердислав Ерофеевич,муж,1972-08-31,1955728671,1786650995
Федосий Абрамович Орехов,муж,1971-12-18,3280989359,5933963153
Максимова Светлана Богдановна,жен,1970-10-12,8224615040,7725032297
Субботин Якуб Чеславович,муж,1985-09-16,2063142256,9927122642
Гуляев Моисей Гурьевич,муж,1987-10-20,9641013463,0236153517
Носков Олег Венедиктович,муж,2017-03-15,NULL,NULL
Фадеев Станимир Бориславович,муж,1979-06-22,9086350850,3381455797
Олимпиада Анатольевна Гаврилова,жен,1975-06-12,7735217938,3077573660
Романов Добромысл Тихонович,муж,1983-05-04,2124687974,0408935669
Савельева Зинаида Тимофеевна,жен,1999-09-02,6947461737,4335464086
Иосиф Гурьевич Громов,муж,2014-06-19,NULL,NULL
Светлана Богдановна Дроздова,жен,1997-06-27,1310377234,1653405006
Стрелкова Надежда Матвеевна,жен,2019-02-16,NULL,NULL
Анисимов Пров Устинович,муж,1982-08-24,2164092239,3393105379
Зинаида Александровна Кузьмина,жен,1984-03-07,0772891169,9725523478
Майя Олеговна Захарова,жен,1996-07-06,6355444676,1433697310
Агап Измаилович Гордеев,муж,1996-05-11,5246904114,5590339887
Щукина Ия Игоревна,жен,1970-11-02,3710051142,9984855689
Шарапов Амвросий Гаврилович,муж,1989-12-12,2337528575,5441184851
Авдей Феоктистович Григорьев,муж,1970-09-27,2560604496,2670587799
Денисов Иосиф Тимурович,муж,2015-12-07,NULL,NULL
Эмилия Владимировна Князева,жен,2000-09-15,4824626765,3736528350
Фомина Юлия Руслановна,жен,2000-06-22,2178142729,4178466629
Евгения Сергеевна Сергеева,жен,1980-03-21,8377360566,5604819306
Одинцова Таисия Вадимовна,жен,1994-12-18,1075323888,6349232215
Казаков Симон Егорович,муж,2013-08-10,NULL,NULL
Зиновьева Надежда Рудольфовна,жен,2010-12-01,NULL,NULL
Савватий Валерьевич Федотов,муж,2020-02-18,NULL,NULL
Федор Артемьевич Горбунов,муж,1981-09-22,3994309872,6129365284
Марфа Болеславовна Фадеева,жен,1972-04-26,9880774792,5278309612
Ипат Ермилович Попов,муж,1999-11-24,9691534765,0016297230
Антонина Юльевна Игнатьева,жен,1983-02-06,9949260115,1532886835
Медведева Анжелика Георгиевна,жен,1977-12-01,0814171191,4728591342
Трифон Владиславович Носов,муж,1970-07-23,7026743873,7133139624
Ия Павловна Щербакова,жен,1981-12-13,1214566945,5381372444
Феврония Анатольевна Владимирова,жен,1970-03-28,7398071985,0771030375
Юлия Оскаровна Давыдова,жен,1980-12-15,2409810873,6082139586
Гостомысл Всеволодович Овчинников,муж,2017-11-05,NULL,NULL
Комаров Парамон Валерьянович,муж,2009-02-21,NULL,NULL
Колобов Анатолий Фомич,муж,2018-07-17,NULL,NULL
Иванна Романовна Котова,жен,1993-03-07,7542724711,1766315614
Поликарп Исидорович Ильин,муж,2017-05-25,NULL,NULL
Фролова Синклитикия Вадимовна,жен,1999-12-12,7405577931,6433760023
Оксана Робертовна Селиверстова,жен,1993-07-26,2275551939,2682600403
Панфилов Тимур Якубович,муж,1982-02-09,3499310779,4480748485
Панкрат Елизарович Носов,муж,2006-02-23,NULL,NULL
Эмилия Матвеевна Суворова,жен,2016-05-23,NULL,NULL
Жуков Ким Борисович,муж,2010-09-18,NULL,NULL
Алексеев Моисей Валерианович,муж,1993-07-28,8731640504,6907678892
Федотова Марфа Александровна,жен,1983-11-05,1885988948,5208817544
Медведева Екатерина Вениаминовна,жен,1990-07-26,7500565686,6512670867
Бирюкова Таисия Кирилловна,жен,2008-04-21,NULL,NULL
Пелагея Вадимовна Лаврентьева,жен,2005-02-09,2510664672,NULL
Надежда Оскаровна Комарова,жен,1971-05-28,5069286365,6394996649
Антонина Кузьминична Ефимова,жен,1995-04-26,8393409669,1064352813
Степанова Вероника Александровна,жен,1987-11-01,8492283304,8654440640
Алла Васильевна Макарова,жен,1986-02-27,2410697818,6603852983
Дьячков Семен Захарьевич,муж,1973-02-02,9118794796,7784521407
Гусева Ольга Артемовна,жен,1988-09-25,9144776642,3360291219
Бобылева Антонина Максимовна,жен,2014-05-03,NULL,NULL
Лидия Вениаминовна Трофимова,жен,2016-05-14,NULL,NULL
Терентий Владиславович Федотов,муж,2004-06-29,1648805036,NULL
Дьячкова Людмила Оскаровна,жен,2004-07-17,9731495377,NULL
Соломон Анисимович Бобров,муж,2007-05-07,NULL,NULL
Брагина Оксана Юрьевна,жен,2008-10-25,NULL,NULL
Алевтина Робертовна Пахомова,жен,1988-01-02,3269122365,8137909893
Лора Дмитриевна Рыбакова,жен,1985-02-06,5547490694,5071301550
Веселов Владислав Матвеевич,муж,1978-06-24,8100230722,8606934943
Пестов Климент Вилорович,муж,1999-05-26,5003313294,5182164854
Епифан Эдгардович Аксенов,муж,1979-01-31,5784300811,1588461358
Ярослав Чеславович Федоров,муж,2010-06-28,NULL,NULL
Филатов Влас Еремеевич,муж,1975-12-06,0288113260,5846486342
Фролов Гордей Гордеевич,муж,1974-08-05,9480318047,8507245675
Маслов Радислав Иосифович,муж,2018-12-11,NULL,NULL
Савина Полина Георгиевна,жен,1990-04-22,8643552568,8163739143
Виктория Захаровна Прохорова,жен,2018-02-08,NULL,NULL
Фокина Лора Вадимовна,жен,2012-08-31,NULL,NULL
Эмиль Харлампович Новиков,муж,1997-02-25,1860356376,1801064122
Кошелев Любосмысл Ааронович,муж,1999-06-20,4001999957,1116268428
Эдуард Августович Герасимов,муж,1990-04-20,8645872607,2781614566
Петрова Елизавета Оскаровна,жен,2001-08-11,8257051587,1543052680
Сидорова Ксения Максимовна,жен,1986-11-02,6922008233,2360936915
Лебедева Екатерина Эльдаровна,жен,2019-12-19,NULL,NULL
Орлова Юлия Аркадьевна,жен,1981-10-21,8505595344,8819489393
Тамара Болеславовна Смирнова,жен,1977-02-28,0346271597,7393996853
Абрамова Зинаида Кузьминична,жен,1990-12-20,7010220287,6791139216
Богдан Ерофеевич Нестеров,муж,1976-08-14,0225187258,8511179231
Евгения Михайловна Капустина,жен,2019-06-13,NULL,NULL
Наина Ефимовна Фомина,жен,2011-10-22,NULL,NULL
Гришин Изяслав Устинович,муж,1990-01-12,4832672382,7565541804
Екатерина Ефимовна Капустина,жен,1998-12-29,1342525063,6443516798
Виноградова Майя Богдановна,жен,1995-11-23,7526984024,5772785377
Емельянова Маргарита Кирилловна,жен,1992-10-04,6123240548,5321075961
Потап Фомич Харитонов,муж,1986-07-31,5803675652,4557754887
Соколова Любовь Макаровна,жен,1987-11-30,0898724037,5696037811
Лука Гурьевич Лазарев,муж,1985-05-21,1233391911,8165430763
Бирюкова Евдокия Филипповна,жен,1977-05-28,3884704702,1408928036
Морозова Кира Юльевна,жен,1977-12-20,0713417618,8966530579
Ульяна Геннадиевна Стрелкова,жен,1992-06-01,6621105066,6845097897
Митофан Герасимович Сергеев,муж,1973-12-06,0734022115,3504415544
Самсонов Демьян Виленович,муж,2012-06-23,NULL,NULL
Сергеев Харлампий Владленович,муж,1974-05-08,2509867382,2078762836
Галкин Софрон Адрианович,муж,1988-12-16,8592793137,9168790336
Ершова Марина Богдановна,жен,2007-08-19,NULL,NULL
Борис Гурьевич Сергеев,муж,1987-06-28,4469552383,2956337539
Дмитриев Панкратий Вячеславович,муж,1975-01-30,1994650595,7156618240
Фёкла Львовна Уварова,жен,1983-01-25,7367229817,8775048077
Бобылев Трифон Ерофеевич,муж,1991-04-14,9228719248,5711596312
Ермил Ильич Меркушев,муж,2012-06-22,NULL,NULL
Богданова Агафья Захаровна,жен,2018-05-31,NULL,NULL
Одинцова Лукия Наумовна,жен,1973-11-21,4245562456,0606519864
Октябрина Валентиновна Суханова,жен,2006-10-08,NULL,NULL
Мария Тарасовна Зиновьева,жен,1994-04-25,9044223127,9736599781
Ширяева Алевтина Макаровна,жен,1990-07-21,3715336849,7784089961
Анастасия Романовна Соболева,жен,1973-06-10,0434292310,1780331495
Титова Анастасия Романовна,жен,1970-11-20,6494532454,5379063630
Синклитикия Валериевна Медведева,жен,2012-09-13,NULL,NULL
Мариан Витальевич Дроздов,муж,1987-03-18,9992686340,3730076501
Петрова Вера Мироновна,жен,1991-07-08,7048781557,9911638931
Эрнест Аверьянович Маслов,муж,2008-12-24,NULL,NULL
Лидия Леоновна Некрасова,жен,1988-01-06,1977773538,3055224022
Олимпий Эдгардович Марков,муж,2016-10-26,NULL,NULL
Зыков Радим Федосьевич,муж,1988-03-06,3585444982,2130972018
Юдин Прокофий Евсеевич,муж,1991-02-06,4806174262,6937258838
Комаров Мирон Эдгарович,муж,2000-08-21,2209984408,3126217436
Новиков Лонгин Арсенович,муж,2020-02-04,NULL,NULL
Ипатий Алексеевич Кононов,муж,1980-04-25,7556408492,8500794674
Григорьева Евгения Леонидовна,жен,2017-02-27,NULL,NULL
Алла Андреевна Дмитриева,жен,1989-04-26,0355612932,3874299861
Никифорова Иванна Сергеевна,жен,2009-01-19,NULL,NULL
Миронова Агата Ниловна,жен,2002-01-09,8193965810,NULL
Лора Владимировна Рожкова,жен,1975-05-12,3378185861,0339915942
Святослав Всеволодович Андреев,муж,1989-05-12,6722494034,7650195766
Волкова Елена Романовна,жен,1978-05-24,9175781962,0181167595
Милий Игнатович Игнатьев,муж,2010-05-22,NULL,NULL
Глафира Ивановна Денисова,жен,2001-06-08,8416176762,1785009142
Илья Марсович Блинов,муж,2014-07-22,NULL,NULL
Всемил Еремеевич Ершов,муж,1982-03-07,2732130457,3024965074
Евгения Максимовна Михайлова,жен,1972-05-31,8846099891,1736056919
Антонина Болеславовна Медведева,жен,2010-12-11,NULL,NULL
Соболев Леонтий Гавриилович,муж,1986-02-15,2491224883,3671042165
Лебедев Милий Аверьянович,муж,1980-07-12,3453649171,8635935355
Лонгин Зиновьевич Игнатьев,муж,2016-07-09,NULL,NULL
Конон Ефимович Беляев,муж,2006-07-05,NULL,NULL
Кондратий Иларионович Борисов,муж,1997-07-29,0458285003,9161590210
Константин Ефимович Андреев,муж,1978-10-06,9631285429,1084020236
Антонина Тимофеевна Молчанова,жен,1990-10-27,7372098505,6423934422
Тимофеева Марина Геннадьевна,жен,1980-05-10,0042068097,2643824199
Лукьян Викторович Молчанов,муж,1984-08-12,2172423741,4276211814
Анна Владимировна Фролова,жен,1977-07-06,2665256051,5800315897
Носов Авксентий Ильясович,муж,1997-02-25,8595824158,7378389046
Молчанова Алла Рубеновна,жен,1970-03-20,0126432424,0156593052
Нонна Тарасовна Козлова,жен,1995-10-14,3500883402,1149973356
Фёкла Константиновна Овчинникова,жен,1995-11-22,1979006000,5011839336
Мария Семеновна Быкова,жен,1998-10-04,2338979789,5579241675
Майя Руслановна Евсеева,жен,1978-03-28,6996123299,7242572454
Будимир Харламович Кондратьев,муж,1986-09-01,2464755016,1975836933
Трофимов Ювеналий Изотович,муж,1976-12-07,4616929094,3627941918
Изот Егорович Мартынов,муж,1977-09-17,0411942038,2312511766
Вера Архиповна Сысоева,жен,2016-03-03,NULL,NULL
Лев Антипович Кононов,муж,2000-05-27,2519181016,3691533135
Маслов Натан Антонович,муж,2008-12-03,NULL,NULL
Чернова Елена Натановна,жен,2000-06-30,3741878536,5176180395
Борислав Игнатович Щербаков,муж,1970-04-05,4619815170,4233294451
Шарапов Демьян Глебович,муж,1982-06-17,9312737074,5767587527
Тамара Афанасьевна Казакова,жен,1997-09-07,5108139405,4572281718
Марк Брониславович Горбачев,муж,2014-09-22,NULL,NULL
Агафонов Иннокентий Тимурович,муж,2000-12-17,6106517225,0234602991
